Vulnerable Library,CVE Severity,Products Affected,Enterprises Exposed
commons-configuration 1.6,Low,3,28845
brace-expansion 1.1.7,Low,1,28330
clean-css 0.8.3,Low,1,28330
clean-css 2.0.8,Low,1,28330
clean-css 3.4.25,Low,1,28330
connect 1.9.2,Low,1,28330
cookie 0.1.0,Low,1,28330
debug 2.1.3,Low,1,28330
debug 2.6.1,Low,1,28330
debug 2.6.3,Low,1,28330
debug 2.6.4,Low,1,28330
debug 2.6.6,Low,1,28330
express 2.5.8,Low,1,28330
express 3.3.8,Low,1,28330
guava 27.0-jre,Low,1,28330
hadoop-common 2.2.0,Low,1,28330
hadoop-common 2.7.7,Low,1,28330
handlebars 4.0.6,Low,1,28330
logback-core 1.2.13,Low,1,28330
moment-timezone 0.5.13,Low,1,28330
send 0.1.4,Low,1,28330
spring-context 4.0.5.RELEASE,Low,1,28330
spring-context 6.0.23,Low,1,28330
spring-webmvc 6.0.23,Low,1,28330
tmp 0.0.24,Low,1,28330
tmp 0.0.31,Low,1,28330
guava 29.0-jre,Low,1,28178
hadoop-common 3.2.2,Low,1,28178
vue 2.7.16,Low,1,28024
nokogiri 1.13.6,Low,1,27494
pygments 2.7.4,Low,1,27494
rack 1.6.12,Low,1,27494
snowflake-jdbc 4.0.1,Low,1,25920
stdlib go1.21.13,Low,1,25920
symfony/http-foundation v6.4.3,Low,1,18954
webpack 5.98.0,Low,2,18735
diff 1.0.8,Low,1,18683
postgresql 42.1.1.jre7,Low,1,18048
vue 2.7.14,Low,1,16978
Python 3.10.10,Low,1,16071
mysql-connector-java 5.1.15,Low,1,15250
logback-core 1.3.16,Low,1,14544
aiohttp 3.5.4,Low,1,12777
cryptography 2.7,Low,1,12777
nokogiri 1.10.4,Low,1,12777
pygments 2.4.2,Low,1,12777
com.liferay.portal.kernel 2.0.0,Low,1,12500
log4j-core 2.8.2,Low,1,12500
next 15.2.1,Low,1,11501
vite 4.5.9,Low,1,11501
vite 6.2.0,Low,1,11501
webpack 5.66.0,Low,1,10658
webpack 5.99.9,Low,1,9443
next 14.1.3,Low,1,8304
webpack 5.90.3,Low,1,8304
fast-xml-parser 4.5.3,Low,2,7796
hadoop-common 3.3.6,Low,2,7731
moment-timezone 0.5.34,Low,1,7599
sweetalert2 11.4.26,Low,1,7599
ip 1.1.8,Low,2,7522
jetty-http 12.0.30,Low,1,7234
guava 31.1-jre,Low,2,7180
@eslint/plugin-kit 0.2.5,Low,1,6867
next 14.0.4,Low,1,6867
next 14.2.16,Low,1,6867
undici 5.28.4,Low,1,6867
webpack 5.64.0,Low,1,6867
fast-xml-parser 4.3.0,Low,1,6683
spring-context 5.3.26,Low,1,6683
brace-expansion 1.1.6,Low,1,6268
@smithy/config-resolver 4.1.5,Low,1,5838
fast-xml-parser 5.2.5,Low,1,5838
nodemailer 6.10.1,Low,1,5838
undici 5.22.1,Low,1,5838
angular 0.0.0-use.local,Low,1,5479
es5-ext 0.10.61,Low,1,4763
shiro-core 1.13.0,Low,1,4763
spring-context 3.2.18.RELEASE_OSGI,Low,1,4763
xmlunit-core 2.8.2,Low,1,4763
firebase/php-jwt v6.5.0,Low,1,4302
angular 1.5.9,Low,1,4241
guava 22.0-android,Low,1,4230
pypa/gh-action-pypi-publish release/v1,Low,3,4134
git2 0.20.2,Low,1,4040
tracing-subscriber 0.3.17,Low,1,4040
tracing-subscriber 0.3.18,Low,1,4040
tracing-subscriber 0.3.19,Low,1,4040
certifi 2023.11.17,Low,1,3695
certifi 2024.2.2,Low,1,3695
cryptography 42.0.5,Low,1,3695
pygments 2.17.2,Low,1,3695
vite 6.3.5,Low,1,3416
vite 7.1.2,Low,1,3416
webpack 5.101.2,Low,1,3416
activesupport 4.2.10,Low,1,3189
nokogiri 1.10.8,Low,1,3189
guava 14.0,Low,1,3107
hadoop-common 2.10.1,Low,1,3107
kafka_2.12 2.8.2,Low,1,3107
spring-webmvc 5.3.31,Low,1,3107
tomcat-embed-core 9.0.90,Low,1,3107
webpack 5.103.0,Low,1,2851
webpack 5.104.0,Low,1,2851
flask 1.0,Low,1,2846
werkzeug 0.14.1,Low,1,2846
webpack 5.74.0,Low,2,2228
activesupport 4.1.10,Low,1,2177
nokogiri 1.8.2,Low,1,2177
rack 1.6.0,Low,1,2177
guava 31.0.1-jre,Low,1,2152
jetty-server 9.4.46.v20220331,Low,1,2152
k8s.io/kubernetes v1.15.4,Low,1,2152
stdlib go1.17,Low,1,2152
bin-links 1.1.2,Low,1,2089
certifi 2023.7.22,Low,1,2089
elliptic 6.4.1,Low,1,2089
elliptic 6.5.3,Low,1,2089
es5-ext 0.10.49,Low,1,2089
handlebars 4.1.1,Low,1,2089
npm-user-validate 1.0.0,Low,1,2089
pygments 2.16.1,Low,1,2089
guava 25.1-jre,Low,2,1975
symfony/http-client v4.4.51,Low,1,1865
twig/twig v1.44.8,Low,1,1865
symfony/http-foundation v5.4.9,Low,1,1513
twig/twig v2.15.1,Low,1,1513
hadoop-common 2.9.2,Low,1,1478
hadoop-common 3.3.2,Low,1,1478
spring-context 5.3.39,Low,1,1478
logback-core 1.2.3,Low,1,1472
spring-context 5.2.15.RELEASE,Low,1,1472
nodemailer 8.0.2,Low,1,1249
commons-configuration 1.7,Low,1,914
commons-fileupload 1.2,Low,1,914
guava 12.0.1,Low,1,914
hadoop-common 2.7.2,Low,1,914
shiro-core 1.2.3,Low,1,914
vue 2.7.15,Low,1,839
log4j-core 2.1,Low,1,707
hadoop-common 2.6.0,Low,1,643
guava 13.0.1,Low,1,497
guava 20.0,Low,1,497
hadoop-common 2.3.0,Low,1,497
kafka_2.12 0.10.2.2,Low,1,497
logback-core 1.2.11,Low,1,497
logback-core 1.2.8,Low,1,497
netty-codec-http 4.1.75.Final,Low,1,497
guava 21.0,Low,1,481
guava 19.0,Low,1,444
"guava [32.0.0-android,)",Low,1,444
github.com/golang-jwt/jwt/v4 v4.4.2,Low,1,380
certifi 2022.12.7,Low,1,324
pygments 2.14.0,Low,1,324
cryptography 46.0.4,Low,1,248
actionview 7.1.5.1,Low,1,244
activestorage 7.1.5.1,Low,1,244
debug 4.2.0,Low,1,244
nokogiri 1.16.8,Low,1,244
react-draft-wysiwyg 1.14.5,Low,1,244
symfony/http-foundation v3.0.9,Low,1,190
twig/twig v1.31.0,Low,1,190
xwiki-platform-oldcore [18.3.0-SNAPSHOT],Low,1,82
cryptography 3.4.8,Low,1,75
cryptography 42.0.8,Low,1,75
pyopenssl 21.0.0,Low,1,75
pyopenssl 24.1.0,Low,1,75
pypdf 5.4.0,Low,1,75
werkzeug 2.0.2,Low,1,75
werkzeug 2.2.2,Low,1,75
webpack 5.101.3,Low,1,39
jetty-server 9.2.10.v20150310,Low,1,34
pillow 7.0.0,Low,1,2
composer/composer 2.7.7,Low,1,0
jetty-http 11.0.25,Low,1,0
keycloak-services 25.0.6,Low,1,0
koa 2.16.1,Low,1,0
pygments 2.15.1,Low,1,0
twig/twig v3.8.0,Low,1,0
minimatch 5.1.6,Unknown,7,1538132
minimatch 3.1.2,Unknown,8,1516558
ajv 8.17.1,Unknown,8,1516520
js-yaml 3.14.1,Unknown,5,1251086
minimatch 9.0.5,Unknown,5,1221882
glob 10.4.5,Unknown,3,1209720
cross-spawn 6.0.5,Unknown,5,1149900
form-data 3.0.1,Unknown,3,1144782
tmp 0.0.33,Unknown,6,1140792
flatted 3.2.7,Unknown,2,1138944
flatted 3.3.1,Unknown,3,1125254
flatted 3.3.2,Unknown,2,1111046
brace-expansion 2.0.1,Unknown,4,1047958
tmp 0.1.0,Unknown,3,1044494
ajv 8.12.0,Unknown,2,1024293
diff 5.1.0,Unknown,2,955239
form-data 2.3.3,Unknown,3,942367
debug 4.1.1,Unknown,2,942123
minimatch 9.0.3,Unknown,2,942123
minimist 0.0.8,Unknown,2,942123
@babel/helpers 7.25.6,Unknown,2,941159
flatted 2.0.2,Unknown,2,941159
handlebars 4.7.8,Unknown,2,941159
minimatch 9.0.1,Unknown,2,941159
rollup 2.79.2,Unknown,2,941159
@babel/helpers 7.10.4,Unknown,2,936529
micromatch 4.0.2,Unknown,2,936529
qs 6.5.2,Unknown,2,936529
request 2.88.2,Unknown,2,936529
semver 5.3.0,Unknown,2,936529
semver 7.3.2,Unknown,2,936529
tmpl 1.0.4,Unknown,2,936529
tough-cookie 2.5.0,Unknown,2,936529
y18n 4.0.0,Unknown,2,936529
@babel/helpers 7.12.5,Unknown,1,936285
@babel/helpers 7.15.4,Unknown,1,936285
@babel/helpers 7.17.9,Unknown,1,936285
@babel/helpers 7.18.9,Unknown,1,936285
@babel/helpers 7.19.0,Unknown,1,936285
@babel/helpers 7.20.13,Unknown,1,936285
@babel/helpers 7.24.4,Unknown,1,936285
@babel/helpers 7.24.5,Unknown,1,936285
@babel/helpers 7.26.0,Unknown,1,936285
@babel/helpers 7.26.7,Unknown,1,936285
@babel/helpers 7.7.0,Unknown,1,936285
@babel/runtime 7.10.5,Unknown,1,936285
@babel/runtime 7.11.2,Unknown,1,936285
@babel/runtime 7.15.4,Unknown,1,936285
@babel/runtime 7.17.9,Unknown,1,936285
@babel/runtime 7.18.9,Unknown,1,936285
@babel/runtime 7.19.0,Unknown,1,936285
@babel/runtime 7.22.5,Unknown,1,936285
@babel/runtime 7.23.9,Unknown,1,936285
@babel/runtime 7.24.7,Unknown,1,936285
@babel/runtime 7.26.7,Unknown,1,936285
@babel/traverse 7.10.5,Unknown,1,936285
@babel/traverse 7.11.0,Unknown,1,936285
@babel/traverse 7.11.5,Unknown,1,936285
@babel/traverse 7.12.9,Unknown,1,936285
@babel/traverse 7.17.9,Unknown,1,936285
@babel/traverse 7.18.11,Unknown,1,936285
@babel/traverse 7.20.13,Unknown,1,936285
@babel/traverse 7.22.5,Unknown,1,936285
@babel/traverse 7.7.2,Unknown,1,936285
@babel/traverse 7.7.4,Unknown,1,936285
@babel/traverse 7.8.3,Unknown,1,936285
@eslint/plugin-kit 0.2.4,Unknown,1,936285
@octokit/plugin-paginate-rest 2.21.3,Unknown,1,936285
@octokit/request 5.6.3,Unknown,1,936285
@octokit/request-error 2.1.0,Unknown,1,936285
@tootallnate/once 1.1.2,Unknown,1,936285
ajv 4.10.4,Unknown,1,936285
ajv 5.2.2,Unknown,1,936285
ajv 5.3.0,Unknown,1,936285
ajv 5.5.2,Unknown,1,936285
ajv 6.12.2,Unknown,1,936285
ajv 6.12.4,Unknown,1,936285
ajv 8.11.2,Unknown,1,936285
async 2.1.4,Unknown,1,936285
async 2.6.0,Unknown,1,936285
babel-traverse 6.23.1,Unknown,1,936285
bl 1.2.1,Unknown,1,936285
bl 3.0.0,Unknown,1,936285
brace-expansion 1.1.6,Unknown,1,936285
brace-expansion 1.1.8,Unknown,1,936285
browserslist 4.1.2,Unknown,1,936285
browserslist 4.13.0,Unknown,1,936285
browserslist 4.14.0,Unknown,1,936285
browserslist 4.8.5,Unknown,1,936285
cross-spawn 7.0.1,Unknown,1,936285
cryptiles 3.1.2,Unknown,1,936285
debug 2.6.0,Unknown,1,936285
debug 2.6.3,Unknown,1,936285
debug 4.2.0,Unknown,1,936285
diff 3.2.0,Unknown,1,936285
diff 3.3.0,Unknown,1,936285
diff 3.4.0,Unknown,1,936285
es5-ext 0.10.12,Unknown,1,936285
form-data 2.3.1,Unknown,1,936285
form-data 3.0.2,Unknown,1,936285
glob 10.2.7,Unknown,1,936285
glob 10.3.10,Unknown,1,936285
glob 10.4.2,Unknown,1,936285
glob 11.0.1,Unknown,1,936285
got 7.1.0,Unknown,1,936285
got 8.3.2,Unknown,1,936285
handlebars 4.5.3,Unknown,1,936285
handlebars 4.7.7,Unknown,1,936285
hawk 6.0.2,Unknown,1,936285
hoek 4.2.0,Unknown,1,936285
hosted-git-info 2.5.0,Unknown,1,936285
http-cache-semantics 3.8.1,Unknown,1,936285
http-cache-semantics 4.0.3,Unknown,1,936285
is-my-json-valid 2.15.0,Unknown,1,936285
js-yaml 3.10.0,Unknown,1,936285
js-yaml 3.13.1,Unknown,1,936285
js-yaml 3.6.1,Unknown,1,936285
js-yaml 3.7.0,Unknown,1,936285
js-yaml 3.9.1,Unknown,1,936285
json5 2.1.0,Unknown,1,936285
json5 2.2.0,Unknown,1,936285
json5 2.2.1,Unknown,1,936285
jsonpointer 4.0.1,Unknown,1,936285
jsonpointer 4.1.0,Unknown,1,936285
lodash 3.10.1,Unknown,1,936285
lodash 4.17.15,Unknown,1,936285
lodash 4.17.20,Unknown,1,936285
marked 0.3.6,Unknown,1,936285
marked 0.7.0,Unknown,1,936285
merge 1.2.0,Unknown,1,936285
merge 1.2.1,Unknown,1,936285
micromatch 4.0.5,Unknown,1,936285
micromatch 4.0.7,Unknown,1,936285
minimatch 10.0.1,Unknown,1,936285
minimatch 3.0.3,Unknown,1,936285
minimist 0.0.10,Unknown,1,936285
minimist 1.2.0,Unknown,1,936285
minimist 1.2.3,Unknown,1,936285
ms 0.7.2,Unknown,1,936285
node-fetch 1.7.1,Unknown,1,936285
node-fetch 1.7.2,Unknown,1,936285
node-notifier 4.6.1,Unknown,1,936285
node-notifier 5.1.2,Unknown,1,936285
node-notifier 5.4.5,Unknown,1,936285
normalize-url 4.3.0,Unknown,1,936285
nwmatcher 1.3.9,Unknown,1,936285
nwmatcher 1.4.1,Unknown,1,936285
nwmatcher 1.4.3,Unknown,1,936285
parse-git-config 2.0.3,Unknown,1,936285
picomatch 2.2.1,Unknown,1,936285
picomatch 2.2.3,Unknown,1,936285
picomatch 4.0.2,Unknown,1,936285
qs 6.2.0,Unknown,1,936285
qs 6.3.0,Unknown,1,936285
qs 6.5.0,Unknown,1,936285
qs 6.5.3,Unknown,1,936285
request 2.79.0,Unknown,1,936285
request 2.83.0,Unknown,1,936285
rollup 0.36.4,Unknown,1,936285
rollup 3.29.5,Unknown,1,936285
rollup 4.34.9,Unknown,1,936285
rollup 4.35.0,Unknown,1,936285
semver 4.3.6,Unknown,1,936285
semver 5.4.1,Unknown,1,936285
semver 5.7.0,Unknown,1,936285
semver 7.1.1,Unknown,1,936285
semver 7.3.5,Unknown,1,936285
semver 7.3.6,Unknown,1,936285
semver 7.3.7,Unknown,1,936285
semver 7.3.8,Unknown,1,936285
shelljs 0.7.6,Unknown,1,936285
shelljs 0.7.8,Unknown,1,936285
simple-git 3.28.0,Unknown,1,936285
sshpk 1.10.1,Unknown,1,936285
tar-fs 1.16.0,Unknown,1,936285
thenify 3.3.0,Unknown,1,936285
tmp 0.0.31,Unknown,1,936285
tmp 0.2.3,Unknown,1,936285
tough-cookie 2.3.4,Unknown,1,936285
tunnel-agent 0.4.3,Unknown,1,936285
ua-parser-js 0.7.12,Unknown,1,936285
ua-parser-js 0.7.14,Unknown,1,936285
ua-parser-js 0.7.17,Unknown,1,936285
ua-parser-js 0.7.20,Unknown,1,936285
undici 5.22.1,Unknown,1,936285
undici 5.28.4,Unknown,1,936285
undici 6.23.0,Unknown,1,936285
brace-expansion 1.1.11,Unknown,8,764328
ajv 6.12.6,Unknown,10,704994
picomatch 2.3.1,Unknown,7,576937
picomatch 4.0.3,Unknown,6,575361
serialize-javascript 6.0.0,Unknown,3,572181
js-yaml 4.1.0,Unknown,5,374442
minimatch 5.0.1,Unknown,2,369522
diff 4.0.2,Unknown,4,316228
ejs 3.1.8,Unknown,2,305030
yaml 2.8.1,Unknown,2,274399
minimatch 3.0.8,Unknown,2,273435
underscore 1.13.7,Unknown,2,273435
yaml 1.10.2,Unknown,4,218792
serialize-javascript 6.0.2,Unknown,4,214530
semver 5.7.1,Unknown,3,208741
esbuild 0.21.5,Unknown,2,203332
@tootallnate/once 2.0.0,Unknown,2,202687
app-builder-lib 24.9.1,Unknown,1,202659
body-parser 1.20.1,Unknown,1,202659
cookie 0.5.0,Unknown,1,202659
electron 28.0.0,Unknown,1,202659
electron 28.2.0,Unknown,1,202659
express 4.18.2,Unknown,1,202659
follow-redirects 1.15.2,Unknown,1,202659
form-data 4.0.0,Unknown,1,202659
http-proxy-middleware 2.0.6,Unknown,1,202659
nanoid 3.3.6,Unknown,1,202659
node-forge 1.3.1,Unknown,1,202659
on-headers 1.0.2,Unknown,1,202659
postcss 8.4.24,Unknown,1,202659
semver 5.6.0,Unknown,1,202659
serialize-javascript 6.0.1,Unknown,1,202659
tar 6.1.15,Unknown,1,202659
webpack 5.89.0,Unknown,1,202659
webpack-dev-server 5.0.4,Unknown,1,202659
ws 8.16.0,Unknown,1,202659
brace-expansion 2.0.2,Unknown,3,196703
go 1.26.0,Unknown,1,180955
@eslint/plugin-kit 0.2.5,Unknown,1,174761
nanoid 3.3.7,Unknown,3,124789
brace-expansion 1.1.12,Unknown,3,116062
immutable 3.8.2,Unknown,3,115457
braces 2.3.2,Unknown,4,113327
micromatch 3.1.10,Unknown,4,113327
qs 6.14.1,Unknown,2,110583
json5 0.5.1,Unknown,2,108209
tmp 0.0.28,Unknown,2,108209
cross-spawn 7.0.3,Unknown,3,106079
lodash 4.17.21,Unknown,4,105044
brace-expansion 5.0.2,Unknown,1,104259
dompurify 3.3.1,Unknown,1,104259
file-type 16.5.4,Unknown,1,104259
glob 10.4.1,Unknown,1,104259
mailparser 3.7.1,Unknown,1,104259
minimatch 10.2.2,Unknown,1,104259
nodemailer 7.0.12,Unknown,1,104259
path-to-regexp 8.2.0,Unknown,1,104259
qs 6.14.0,Unknown,1,104259
tar 7.5.9,Unknown,1,104259
ajv 8.11.0,Unknown,1,102371
brace-expansion 5.0.3,Unknown,1,102371
esbuild 0.15.18,Unknown,1,102371
esbuild 0.15.5,Unknown,1,102371
esbuild 0.18.20,Unknown,1,102371
esbuild 0.19.12,Unknown,1,102371
esbuild 0.20.0,Unknown,1,102371
esbuild 0.23.1,Unknown,1,102371
vite 4.4.11,Unknown,1,102371
webpack 5.76.1,Unknown,1,102371
braces 3.0.2,Unknown,2,101205
diff 5.0.0,Unknown,1,100961
mdast-util-to-hast 13.2.0,Unknown,1,100961
rollup 3.29.4,Unknown,1,100961
rollup 4.24.0,Unknown,1,100961
vite 5.4.8,Unknown,1,100961
@babel/runtime 7.26.9,Unknown,1,88008
ajv 8.13.0,Unknown,1,88008
markdown-it 14.1.0,Unknown,1,88008
ip 1.1.9,Unknown,1,18954
flatted 3.3.3,Unknown,3,12190
immutable 4.3.7,Unknown,2,11198
postcss 7.0.39,Unknown,2,11198
send 0.16.2,Unknown,2,11198
serve-static 1.13.2,Unknown,2,11198
@parcel/reporter-dev-server 2.13.3,Unknown,1,6324
immutable 5.1.4,Unknown,1,6324
minimatch 10.1.1,Unknown,1,6324
path-to-regexp 0.1.12,Unknown,1,6324
postcss 8.4.21,Unknown,1,6324
qs 6.2.3,Unknown,1,6324
rollup 4.55.1,Unknown,1,6324
tar 7.5.2,Unknown,1,6324
vue 2.7.16,Unknown,1,6324
vue-template-compiler 2.7.16,Unknown,1,6324
webpack 5.94.0,Unknown,1,6324
@babel/runtime 7.12.18,Unknown,1,5838
@babel/runtime 7.26.0,Unknown,1,5838
axios 1.13.2,Unknown,1,5838
bl 0.8.2,Unknown,1,5838
brace-expansion 5.0.4,Unknown,1,5838
debug 2.2.0,Unknown,1,5838
minimatch 0.3.0,Unknown,1,5838
ms 0.7.1,Unknown,1,5838
semver 2.3.2,Unknown,1,5838
diff 3.5.0,Unknown,2,5118
@babel/runtime 7.25.6,Unknown,1,4874
ajv 4.11.8,Unknown,1,4874
axios 0.21.4,Unknown,1,4874
cookie 0.4.2,Unknown,1,4874
cross-spawn 2.2.3,Unknown,1,4874
diff 5.2.0,Unknown,1,4874
eazy-logger 4.0.1,Unknown,1,4874
got 9.6.0,Unknown,1,4874
highlight.js 8.9.1,Unknown,1,4874
highlight.js 9.18.5,Unknown,1,4874
html-minifier 3.5.21,Unknown,1,4874
lodash.template 4.5.0,Unknown,1,4874
marked 0.6.3,Unknown,1,4874
marked 2.1.3,Unknown,1,4874
sassdoc-extras 2.5.1,Unknown,1,4874
semver-regex 1.0.0,Unknown,1,4874
socket.io-parser 4.2.4,Unknown,1,4874
taffydb 2.6.2,Unknown,1,4874
tar-fs 2.1.1,Unknown,1,4874
undici 6.19.8,Unknown,1,4874
webpack 5.95.0,Unknown,1,4874
ws 8.5.0,Unknown,1,4874
yaml 2.5.1,Unknown,1,4874
@babel/helpers 7.26.9,Unknown,1,3416
http-proxy-middleware 2.0.7,Unknown,1,3416
immutable 5.0.3,Unknown,1,3416
rollup 4.40.2,Unknown,1,3416
ansi-regex 3.0.0,Unknown,1,244
ansi-regex 4.1.0,Unknown,1,244
ansi-regex 5.0.0,Unknown,1,244
bn.js 4.11.9,Unknown,1,244
bn.js 5.1.3,Unknown,1,244
braces 1.8.5,Unknown,1,244
browserify-sign 4.2.1,Unknown,1,244
browserslist 4.14.5,Unknown,1,244
cipher-base 1.0.4,Unknown,1,244
cross-spawn 3.0.1,Unknown,1,244
elliptic 6.5.3,Unknown,1,244
get-func-name 2.0.0,Unknown,1,244
glob-parent 5.1.1,Unknown,1,244
handlebars 4.7.6,Unknown,1,244
hoek 4.2.1,Unknown,1,244
hoek 6.1.3,Unknown,1,244
hosted-git-info 2.8.8,Unknown,1,244
ini 1.3.5,Unknown,1,244
js-yaml 3.14.0,Unknown,1,244
json-schema 0.2.3,Unknown,1,244
json5 1.0.1,Unknown,1,244
json5 2.1.3,Unknown,1,244
loader-utils 1.4.0,Unknown,1,244
merge-deep 3.0.2,Unknown,1,244
micromatch 2.3.11,Unknown,1,244
node-notifier 8.0.0,Unknown,1,244
node-sass 4.14.1,Unknown,1,244
nth-check 1.0.2,Unknown,1,244
path-parse 1.0.6,Unknown,1,244
pathval 1.1.0,Unknown,1,244
pbkdf2 3.1.1,Unknown,1,244
picomatch 2.2.2,Unknown,1,244
postcss 6.0.23,Unknown,1,244
postcss 7.0.35,Unknown,1,244
scss-tokenizer 0.2.3,Unknown,1,244
semver 6.3.0,Unknown,1,244
semver 7.0.0,Unknown,1,244
serialize-javascript 3.1.0,Unknown,1,244
serialize-javascript 4.0.0,Unknown,1,244
set-value 3.0.2,Unknown,1,244
sha.js 2.4.11,Unknown,1,244
ssri 6.0.1,Unknown,1,244
terser 4.8.0,Unknown,1,244
tough-cookie 3.0.1,Unknown,1,244
trim-newlines 1.0.0,Unknown,1,244
word-wrap 1.2.3,Unknown,1,244
ws 6.2.1,Unknown,1,244
ws 7.3.1,Unknown,1,244
y18n 3.2.1,Unknown,1,244
yargs-parser 9.0.2,Unknown,1,244
