Library Name,Versions Found,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
@vue/babel-plugin-transform-vue-jsx,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-preset-jsx,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-sugar-composition-api-inject-h,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-sugar-composition-api-render-instance,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-sugar-functional-vue,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-sugar-inject-h,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-sugar-v-model,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-sugar-v-on,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
commerceguys/addressing,v1.3.0,1,Concrete5,28024,0,—,0,0,0,0,—
concrete5/oauth-user-data,v1.0.1,1,Concrete5,28024,0,—,0,0,0,0,—
concreteCMS,UNKNOWN,1,Concrete5,28024,0,—,0,0,0,0,—
concretecms/dependency-patches,1.7.8,1,Concrete5,28024,0,—,0,0,0,0,—
concretecms/doctrine-xml,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
concretecms/monolog-cascade,0.6.0,1,Concrete5,28024,0,—,0,0,0,0,—
doctrine/migrations,"2.3.5, 3.7.2",2,"Concrete5, cube net",28024,0,—,0,0,0,0,—
gettext/gettext,v3.5.9,1,Concrete5,28024,0,—,0,0,0,0,—
gettext/languages,2.12.1,1,Concrete5,28024,0,—,0,0,0,0,—
htmlawed/htmlawed,1.2.15.1,1,Concrete5,28024,0,—,0,0,0,0,—
imagine/imagine,1.5.2,1,Concrete5,28024,0,—,0,0,0,0,—
indigophp/hash-compat,v1.1.0,1,Concrete5,28024,0,—,0,0,0,0,—
jbroadway/urlify,1.2.3-stable,1,Concrete5,28024,0,—,0,0,0,0,—
kylekatarnls/html-object,1.5.2,1,Concrete5,28024,0,—,0,0,0,0,—
laminas/laminas-cache,3.1.3,1,Concrete5,28024,0,—,0,0,0,0,—
league/csv,9.7.4,1,Concrete5,28024,0,—,0,0,0,0,—
league/flysystem-cached-adapter,1.0.9,1,Concrete5,28024,0,—,0,0,0,0,—
league/fractal,0.19.2,1,Concrete5,28024,0,—,0,0,0,0,—
league/openid-connect-claims,1.1.0,1,Concrete5,28024,0,—,0,0,0,0,—
league/pipeline,1.0.0,1,Concrete5,28024,0,—,0,0,0,0,—
league/url,3.3.5,1,Concrete5,28024,0,—,0,0,0,0,—
lusitanian/oauth,v0.8.11,1,Concrete5,28024,0,—,0,0,0,0,—
mlocati/check-php-syntax,v1,1,Concrete5,28024,0,—,0,0,0,0,—
mlocati/composer-patcher,1.2.6,1,Concrete5,28024,0,—,0,0,0,0,—
mlocati/concrete5-translation-library,1.11.0,1,Concrete5,28024,0,—,0,0,0,0,—
pagerfanta/pagerfanta,v2.7.3,1,Concrete5,28024,0,—,0,0,0,0,—
patchwork/utf8,v1.3.3,1,Concrete5,28024,0,—,0,0,0,0,—
primal/color,1.0.2,1,Concrete5,28024,0,—,0,0,0,0,—
punic/punic,3.8.1,1,Concrete5,28024,0,—,0,0,0,0,—
sabre/uri,2.2.4,1,Concrete5,28024,0,—,0,0,0,0,—
sabre/vobject,4.5.8,1,Concrete5,28024,0,—,0,0,0,0,—
sabre/xml,2.2.11,1,Concrete5,28024,0,—,0,0,0,0,—
ssddanbrown/htmldiff,v1.0.4,1,Concrete5,28024,0,—,0,0,0,0,—
sunra/php-simple-html-dom-parser,v1.5.2,1,Concrete5,28024,0,—,0,0,0,0,—
symfony/amqp-messenger,v5.4.45,1,Concrete5,28024,0,—,0,0,0,0,—
symfony/class-loader,v3.4.47,1,Concrete5,28024,0,—,0,0,0,0,—
symfony/mercure,v0.6.5,1,Concrete5,28024,0,—,0,0,0,0,—
symfony/redis-messenger,v5.4.48,1,Concrete5,28024,0,—,0,0,0,0,—
tedivm/stash,v0.17.6,1,Concrete5,28024,0,—,0,0,0,0,—
tui-code-snippet,2.3.3,1,Concrete5,28024,0,—,0,0,0,0,—
tui-color-picker,2.2.8,1,Concrete5,28024,0,—,0,0,0,0,—
tui-image-editor,3.15.3,1,Concrete5,28024,0,—,0,0,0,0,—
voku/stop-words,2.0.1,1,Concrete5,28024,0,—,0,0,0,0,—
zircote/swagger-php,4.9.2,1,Concrete5,28024,0,—,0,0,0,0,—
./.github/actions/setup-vtest,UNKNOWN,1,HAProxy,27722,0,—,0,0,0,0,—
./.github/workflows/aws-lc-template.yml,UNKNOWN,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/aws-lc-fips.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/aws-lc-template.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/aws-lc.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/codespell.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/compliance.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/contrib.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/coverity.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/cross-zoo.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/fedora-rawhide.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/illumos.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/musl.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/netbsd.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/openssl-ech.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/openssl-master.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/quic-interop-aws-lc.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/quic-interop-libressl.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/quictls.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/vtest.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/windows.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/HAProxy-HAProxy/.github/workflows/wolfssl.yml,,1,HAProxy,27722,0,—,0,0,0,0,—
codespell-project/codespell-problem-matcher,"v1, v1.2.0",2,"HAProxy, learn",27722,0,—,0,0,0,0,—
aether-connector-basic,"1.0.2.v20150114, 1.1.0",3,"Apache Apex, Apache Drill, Vaadin",27687,0,—,0,0,0,0,—
aether-transport-wagon,"1.0.2.v20150114, 1.1.0",3,"Apache Apex, Apache Drill, Vaadin",27687,0,—,0,0,0,0,—
wagon-http,"2.10, 2.8, 3.3.4",3,"Apache Apex, Apache Drill, Vaadin",27687,0,—,0,0,0,0,—
wagon-provider-api,"2.10, 2.8, 3.3.4",3,"Apache Apex, Apache Drill, Vaadin",27687,0,—,0,0,0,0,—
sigar,"1.6.4, 1.6.5.132, UNKNOWN",3,"Apache Chukwa, Apache Storm, Druid",27675,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Mesos/site/Gemfile.lock,,1,Apache Mesos,27494,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Mesos/src/python/cli_new/pip-requirements.txt,,1,Apache Mesos,27494,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Mesos/support/pip-requirements.txt,,1,Apache Mesos,27494,0,—,0,0,0,0,—
backports-functools-lru-cache,1.2.1,1,Apache Mesos,27494,0,—,0,0,0,0,—
configparser,3.5.0,1,Apache Mesos,27494,0,—,0,0,0,0,—
isort,4.2.5,1,Apache Mesos,27494,0,—,0,0,0,0,—
kazoo,2.5.0,1,Apache Mesos,27494,0,—,0,0,0,0,—
lazy-object-proxy,1.2.2,1,Apache Mesos,27494,0,—,0,0,0,0,—
middleman-blog,3.5.3,1,Apache Mesos,27494,0,—,0,0,0,0,—
parse,1.8.0,1,Apache Mesos,27494,0,—,0,0,0,0,—
pylint,2.3.1,1,Apache Mesos,27494,0,—,0,0,0,0,—
rdiscount,2.2.0.1,1,Apache Mesos,27494,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Zend-Zend_Framework/.github/workflows/continuous-integration.yml,,1,Zend Framework,27423,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Zend-Zend_Framework/.github/workflows/docs-build.yml,,1,Zend Framework,27423,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Zend-Zend_Framework/.github/workflows/release-on-milestone-closed.yml,,1,Zend Framework,27423,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Zend-Zend_Framework/composer.lock,,1,Zend Framework,27423,0,—,0,0,0,0,—
laminas/documentation-theme/github-actions/docs,master,1,Zend Framework,27423,0,—,0,0,0,0,—
laminas/laminas-router,3.15.0,1,Zend Framework,27423,0,—,0,0,0,0,—
laminas/workflow-automatic-releases/.github/workflows/release-on-milestone-closed.yml,1.x,1,Zend Framework,27423,0,—,0,0,0,0,—
laminas/workflow-continuous-integration/.github/workflows/continuous-integration.yml,1.x,1,Zend Framework,27423,0,—,0,0,0,0,—
jquery-ui-timepicker-addon,1.6.3,2,"Rundeck, phpMyAdmin",27242,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/.github/workflows/backport.yml,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/.github/workflows/dependencyCheck.yml,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/.github/workflows/release.yml,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-audit-plugin/pom.xml,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-execution-lifecyle-plugin/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-job-lifecycle-plugin/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-nodeexecutor-plugin/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-notification-plugin/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-step-plugin/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/example-java-storage-converter-plugin/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/json-plugin/lib/gson-1.7.1.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/examples/json-plugin/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/gradle/wrapper/gradle-wrapper.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeck-repository/rundeck-repository-client/src/test/resources/legacy-plugins/irc-notification-1.0.0.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeck-repository/rundeck-repository-client/src/test/resources/legacy-plugins/src-refresh-plugin-1.2.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeckapp/grails-app/assets/javascripts/_package-manager/package-lock.json,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeckapp/grails-spa/packages/ui-trellis/package-lock.json,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeckapp/src/test/resources/async-import-sample-project-wo-execs.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeckapp/src/test/resources/async-import-sample-project.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Rundeck-Rundeck/rundeckapp/src/test/resources/test-rdproject.jar,,1,Rundeck,27214,0,—,0,0,0,0,—
@azure/ms-rest-js,2.0.7,1,Rundeck,27214,0,—,0,0,0,0,—
@esfx/cancelable,1.0.0,1,Rundeck,27214,0,—,0,0,0,0,—
@esfx/canceltoken,1.0.0,1,Rundeck,27214,0,—,0,0,0,0,—
@esfx/disposable,1.0.0,1,Rundeck,27214,0,—,0,0,0,0,—
@iconfu/svg-inject,1.2.3,1,Rundeck,27214,0,—,0,0,0,0,—
@primevue/core,4.5.3,1,Rundeck,27214,0,—,0,0,0,0,—
@primevue/icons,4.5.3,1,Rundeck,27214,0,—,0,0,0,0,—
@rundeck/client,0.2.5,1,Rundeck,27214,0,—,0,0,0,0,—
@rundeck/ui-trellis,3.3.8,1,Rundeck,27214,0,—,0,0,0,0,—
@types/promise-queue,2.2.3,1,Rundeck,27214,0,—,0,0,0,0,—
@types/tunnel,0.0.1,1,Rundeck,27214,0,—,0,0,0,0,—
async-import-sample-project,UNKNOWN,1,Rundeck,27214,0,—,0,0,0,0,—
async-import-sample-project-wo-execs,UNKNOWN,1,Rundeck,27214,0,—,0,0,0,0,—
deep-object-diff,1.1.9,1,Rundeck,27214,0,—,0,0,0,0,—
dotenv-defaults,2.0.2,1,Rundeck,27214,0,—,0,0,0,0,—
dotenv-webpack,7.1.1,1,Rundeck,27214,0,—,0,0,0,0,—
example-audit-listener,1.0-SNAPSHOT,1,Rundeck,27214,0,—,0,0,0,0,—
install,0.13.0,1,Rundeck,27214,0,—,0,0,0,0,—
irc-notification,1.0.0,1,Rundeck,27214,0,—,0,0,0,0,—
jointjs,3.7.7,1,Rundeck,27214,0,—,0,0,0,0,—
knockout,3.5.1,1,Rundeck,27214,0,—,0,0,0,0,—
knockout-mapping,2.6.0,1,Rundeck,27214,0,—,0,0,0,0,—
pircbot,1.5.0,1,Rundeck,27214,0,—,0,0,0,0,—
primevue,4.5.3,1,Rundeck,27214,0,—,0,0,0,0,—
promise-queue,2.2.5,1,Rundeck,27214,0,—,0,0,0,0,—
rundeck-core,5.6.1-20241014,1,Rundeck,27214,0,—,0,0,0,0,—
rundeck-legacy-package-manager,1.0.0,1,Rundeck,27214,0,—,0,0,0,0,—
src-refresh-plugin,1.2,1,Rundeck,27214,0,—,0,0,0,0,—
test-rdproject,UNKNOWN,1,Rundeck,27214,0,—,0,0,0,0,—
uiv,2.0.6,1,Rundeck,27214,0,—,0,0,0,0,—
vue-cookies,1.8.6,1,Rundeck,27214,0,—,0,0,0,0,—
vue-good-table-next,0.2.2,1,Rundeck,27214,0,—,0,0,0,0,—
vue-observe-visibility,2.0.0-alpha.1,1,Rundeck,27214,0,—,0,0,0,0,—
vue-scrollto,2.20.0,1,Rundeck,27214,0,—,0,0,0,0,—
vue-virtual-scroller,2.0.0-beta.8,1,Rundeck,27214,0,—,0,0,0,0,—
vue3-markdown,1.2.17,1,Rundeck,27214,0,—,0,0,0,0,—
libsvm,"282, 3.18.1, UNKNOWN, [3.1,)",2,"Presto, Weka",27170,0,—,0,0,0,0,—
datatables.net,"1.13.11, 2.1.8, 2.3.4, 2.3.7",2,"Apache Storm, NopCommerce",27126,0,—,0,0,0,0,—
simple-dom,"1.3.0, 1.4.0",3,"Emberjs, Ghost, MovableType",26461,0,—,0,0,0,0,—
emitter-component,1.1.2,2,"Apache Storm, dotCMS",26394,0,—,0,0,0,0,—
keycharm,0.2.0,2,"Apache Storm, dotCMS",26394,0,—,0,0,0,0,—
propagating-hammerjs,1.5.0,2,"Apache Storm, dotCMS",26394,0,—,0,0,0,0,—
vis,"4.21.0, 4.21.0-EOL",2,"Apache Storm, dotCMS",26394,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Open_Source-MantisBT/.github/workflows/documentation.yml,,1,MantisBT,26339,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Open_Source-MantisBT/.github/workflows/mantisbt.yml,,1,MantisBT,26339,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Open_Source-MantisBT/composer.lock,,1,MantisBT,26339,0,—,0,0,0,0,—
parsedown/parsedown,1.7.5,1,MantisBT,26339,0,—,0,0,0,0,—
vboctor/disposable_email_checker,3.1.0,1,MantisBT,26339,0,—,0,0,0,0,—
embedded-redis,0.6,2,"Apache Kylin, Presto",26047,0,—,0,0,0,0,—
testcontainers-oracle-xe,UNKNOWN,2,"Liquibase, XWiki",26002,0,—,0,0,0,0,—
./.github/actions/get-stack-id,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-deploy-javadocs.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-deploy-maven.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-deploy-xsd.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-docker.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-manual-approval.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-publish-assets-s3.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-publish-github-packages.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
./.github/workflows/release-setup.yml,UNKNOWN,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/util/smpkcs11.so,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/build-branch.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/build-main.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/build.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/claude-code-review.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/claude.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/cleanup-branch-builds.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/cleanup-master-builds.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/codeql.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/create-release.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/dependabot-automerge.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/dry-run-release.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/fossa.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/fossa_ai.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/installer-build-check.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/label-pr.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/nightly-release.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/owasp-scanner.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-deploy-javadocs.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-deploy-maven.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-deploy-xsd.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-docker.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-drafter.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-extensions.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-manual-approval.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-publish-assets-s3.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-publish-github-packages.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-published-orchestrator.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/release-setup.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/run-test-harness.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/run-tests.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/url-check.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.github/workflows/weekly-integration-tests.yml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/.mvn/wrapper/maven-wrapper.jar,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-cli/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-core/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-dist/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-extension-testing/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-integration-tests/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-integration-tests/src/test/filtered-resources/maven/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-maven-plugin/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-snowflake/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/liquibase-standard/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Datical-Liquibase/pom.xml,,1,Liquibase,25920,0,—,0,0,0,0,—
actions/delete-package-versions,v5,1,Liquibase,25920,0,—,0,0,0,0,—
ant-antunit,1.4.1,1,Liquibase,25920,0,—,0,0,0,0,—
aws-actions/aws-secretsmanager-get-secrets,v2,1,Liquibase,25920,0,—,0,0,0,0,—
codex-/return-dispatch,v3,1,Liquibase,25920,0,—,0,0,0,0,—
