Library Name,Version,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/singleton/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/singleton/server/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/web/api/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/web/container/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/web/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/web/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/web/service/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/web/undertow/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/weld/core/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/weld/ejb/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/weld/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/clustering/weld/web/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/concurrency/impl-30/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/concurrency/impl-31/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/concurrency/spi/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/connector/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/datasources-agroal/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/dist/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/docs/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/docs/src/main/asciidoc/downloads/test1.zip,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/docs/src/main/asciidoc/downloads/test2.zip,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-build/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-dist/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/channel/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/galleon-feature-pack/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/galleon-local/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/galleon-shared/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/layer-metadata-tests/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-feature-pack/product-conf/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee-security/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ee/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/ejb3/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/elytron-oidc-client/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/channel/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/galleon-feature-pack/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/galleon-local/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/galleon-shared/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/layer-metadata-tests/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/galleon-pack/product-conf/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/health/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/iiop-openjdk/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jakarta-data/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jaxrs/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jdr/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/eclipselink/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/hibernate6/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/hibernate7/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/hibernatesearch/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/persistence-cdi-extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/spi/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jpa/subsystem/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jsf/injection/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jsf/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/jsf/subsystem/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/legacy/jsr77/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/legacy/keycloak/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/legacy/opentracing-extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/legacy/picketlink/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/legacy/security/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/legacy/security/subsystem/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/mail/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/messaging-activemq/injection/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/messaging-activemq/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/messaging-activemq/subsystem/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/metrics/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/config-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/fault-tolerance-smallrye/deployment/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/fault-tolerance-smallrye/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/fault-tolerance-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/health-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/jwt-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/lra/coordinator/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/lra/participant/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/lra/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/metrics-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/openapi-smallrye/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/openapi-smallrye/host/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/openapi-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/openapi-smallrye/spi/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-messaging-smallrye/amqp/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-messaging-smallrye/common/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-messaging-smallrye/config/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-messaging-smallrye/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-messaging-smallrye/kafka/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-messaging-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-streams-operators-smallrye/cdi-provider/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-streams-operators-smallrye/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/reactive-streams-operators-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/telemetry-smallrye/cdi-provider/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/telemetry-smallrye/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/microprofile/telemetry-smallrye/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/mod_cluster/extension/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/mod_cluster/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/mod_cluster/undertow/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/naming/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/observability/micrometer-api/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/observability/micrometer/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/observability/opentelemetry-api/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/observability/opentelemetry/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/observability/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/pojo/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/build/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/channel/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/dist/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/feature-pack/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/galleon-local/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/preview/product-conf/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/release/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/rts/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/sar/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/spec-api/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/spec-api/test/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/system-jmx/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/aggregator-base/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/aggregator-expansion/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/aggregator-preview/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/build-demander-base/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/build-demander-expansion/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
