Vulnerable Library,CVE ID,CVE Severity,Products Affected,Affected Products,Enterprises Exposed
stringstream 0.0.5,CVE-2018-21270,Medium,3,"Apache Ambari, Apache Tez, React",970883
tough-cookie 2.3.2,CVE-2023-26136,Medium,3,"Apache Ambari, Apache Tez, React",970883
brace-expansion 2.0.2,CVE-2026-33750,Medium,20,"Angular Material, AngularJS, Apache NiFi, CKEditor, Commerce Software, Countly, Discourse, GoCD, Grafana, Ionic Framework, Less, Live Helper Chat, Liveblog, Presto, ReDoc, Rust, Shopware, XWiki, dotCMS, phpMyAdmin",969202
extend 3.0.1,CVE-2018-16492,Medium,3,"Apache Ambari, Neos, React",966704
got 5.7.1,CVE-2022-33987,Medium,2,"Apache Ambari, React",964615
lodash 4.17.4,CVE-2018-3721,Medium,2,"Apache Ambari, React",964615
lodash 4.17.4,CVE-2019-1010266,Medium,2,"Apache Ambari, React",964615
lodash 4.17.4,CVE-2020-28500,Medium,2,"Apache Ambari, React",964615
lodash 4.17.4,CVE-2025-13465,Medium,2,"Apache Ambari, React",964615
qs 2.3.3,CVE-2025-15284,Medium,2,"Apache Ambari, React",964615
yargs-parser 4.2.1,CVE-2020-7608,Medium,2,"Apache Ambari, React",964615
qs 6.5.3,CVE-2025-15284,Medium,9,"CloudStack, Concrete5, Druid, Ghost, Less, Ruby on Rails, WooCommerce, ZURB Foundation, dotCMS",962044
jsonpath 1.1.1,CVE-2025-61140,Medium,2,"Apollo Client, React",947786
body-parser 2.2.0,CVE-2025-13466,Medium,3,"Angular Material, React, dotCMS",946568
path-to-regexp 8.3.0,CVE-2026-4923,Medium,8,"Angular Material, AngularJS, Discourse, Ghost, Hbase, Ravenjs, Selenium, dotCMS",946103
mem 1.1.0,N/A,Medium,3,"Neos, OrientDB, React",942615
yargs-parser 7.0.0,CVE-2020-7608,Medium,3,"Neos, OrientDB, React",942615
axios 0.21.4,CVE-2023-45857,Medium,5,"AngularJS, CloudStack, Orchard CMS, Thelia, WooCommerce",940601
postcss 5.2.17,CVE-2021-23382,Medium,2,"OrientDB, React",940526
postcss 5.2.17,CVE-2023-44270,Medium,2,"OrientDB, React",940526
ajv 6.12.3,CVE-2025-69873,Medium,2,"Neos, React",938374
bn.js 4.11.8,CVE-2026-2739,Medium,2,"Neos, React",938374
lodash 4.17.11,CVE-2020-28500,Medium,2,"Neos, React",938374
lodash 4.17.11,CVE-2025-13465,Medium,2,"Neos, React",938374
postcss 7.0.32,CVE-2021-23368,Medium,2,"Neos, React",938374
postcss 7.0.32,CVE-2021-23382,Medium,2,"Neos, React",938374
postcss 7.0.32,CVE-2023-44270,Medium,2,"Neos, React",938374
tough-cookie 2.3.3,CVE-2023-26136,Medium,2,"Neos, React",938374
postcss 8.4.16,CVE-2023-44270,Medium,2,"React, Thelia",936424
@babel/helpers 7.14.0,CVE-2025-27789,Medium,1,React,936285
@babel/runtime 7.12.1,CVE-2025-27789,Medium,1,React,936285
@babel/runtime 7.22.3,CVE-2025-27789,Medium,1,React,936285
@parcel/reporter-dev-server 2.0.0-canary.1778,CVE-2025-56648,Medium,1,React,936285
ajv 4.11.5,CVE-2020-15366,Medium,1,React,936285
ajv 4.11.5,CVE-2025-69873,Medium,1,React,936285
ajv 8.16.0,CVE-2025-69873,Medium,1,React,936285
bn.js 4.11.9,CVE-2026-2739,Medium,1,React,936285
bn.js 4.12.1,CVE-2026-2739,Medium,1,React,936285
bn.js 5.2.0,CVE-2026-2739,Medium,1,React,936285
ecstatic 2.2.2,CVE-2019-10775,Medium,1,React,936285
electron 23.1.2,CVE-2023-29198,Medium,1,React,936285
electron 23.1.2,CVE-2023-39956,Medium,1,React,936285
electron 23.1.2,CVE-2023-44402,Medium,1,React,936285
electron 23.1.2,CVE-2024-46993,Medium,1,React,936285
electron 23.1.2,CVE-2025-55305,Medium,1,React,936285
elliptic 6.4.0,CVE-2020-28498,Medium,1,React,936285
express 4.14.0,CVE-2024-29041,Medium,1,React,936285
express 4.15.4,CVE-2024-29041,Medium,1,React,936285
express 4.16.2,CVE-2024-29041,Medium,1,React,936285
express 4.17.3,CVE-2024-29041,Medium,1,React,936285
fast-xml-parser 3.19.0,CVE-2023-26920,Medium,1,React,936285
file-type 14.7.1,CVE-2026-31808,Medium,1,React,936285
http-proxy-middleware 3.0.3,CVE-2025-32996,Medium,1,React,936285
http-proxy-middleware 3.0.3,CVE-2025-32997,Medium,1,React,936285
jpeg-js 0.1.2,CVE-2020-8175,Medium,1,React,936285
node-forge 0.6.33,CVE-2022-0122,Medium,1,React,936285
node-forge 0.6.33,CVE-2022-24773,Medium,1,React,936285
node-forge 0.6.33,CVE-2025-66030,Medium,1,React,936285
picomatch 2.3.0,CVE-2026-33672,Medium,1,React,936285
postcss 5.2.15,CVE-2021-23382,Medium,1,React,936285
postcss 5.2.15,CVE-2023-44270,Medium,1,React,936285
postcss 6.0.14,CVE-2021-23382,Medium,1,React,936285
postcss 6.0.14,CVE-2023-44270,Medium,1,React,936285
postcss 6.0.9,CVE-2021-23382,Medium,1,React,936285
postcss 6.0.9,CVE-2023-44270,Medium,1,React,936285
puppeteer 1.11.0,CVE-2019-5786,Medium,1,React,936285
qs 6.4.1,CVE-2025-15284,Medium,1,React,936285
qs 6.5.1,CVE-2025-15284,Medium,1,React,936285
qs 6.9.7,CVE-2025-15284,Medium,1,React,936285
randomatic 1.1.7,CVE-2017-16028,Medium,1,React,936285
react-dev-utils 0.5.2,CVE-2021-24033,Medium,1,React,936285
react-dev-utils 3.1.1,CVE-2021-24033,Medium,1,React,936285
react-dev-utils 4.2.1,CVE-2021-24033,Medium,1,React,936285
react-dev-utils 5.0.3,CVE-2021-24033,Medium,1,React,936285
react-dom 16.2.0,CVE-2018-6341,Medium,1,React,936285
sockjs 0.3.18,CVE-2020-7693,Medium,1,React,936285
sockjs 0.3.19,CVE-2020-7693,Medium,1,React,936285
urijs 1.18.12,CVE-2020-26291,Medium,1,React,936285
urijs 1.18.12,CVE-2021-3647,Medium,1,React,936285
urijs 1.18.12,CVE-2022-0613,Medium,1,React,936285
urijs 1.18.12,CVE-2022-0868,Medium,1,React,936285
urijs 1.18.12,CVE-2022-1233,Medium,1,React,936285
urijs 1.18.12,CVE-2022-24723,Medium,1,React,936285
urijs 1.19.0,CVE-2020-26291,Medium,1,React,936285
urijs 1.19.0,CVE-2021-3647,Medium,1,React,936285
urijs 1.19.0,CVE-2022-0613,Medium,1,React,936285
urijs 1.19.0,CVE-2022-0868,Medium,1,React,936285
urijs 1.19.0,CVE-2022-1233,Medium,1,React,936285
urijs 1.19.0,CVE-2022-24723,Medium,1,React,936285
urijs 1.19.6,CVE-2021-3647,Medium,1,React,936285
urijs 1.19.6,CVE-2022-0613,Medium,1,React,936285
urijs 1.19.6,CVE-2022-0868,Medium,1,React,936285
urijs 1.19.6,CVE-2022-1233,Medium,1,React,936285
urijs 1.19.6,CVE-2022-24723,Medium,1,React,936285
url-parse 1.0.5,CVE-2020-8124,Medium,1,React,936285
url-parse 1.0.5,CVE-2021-27515,Medium,1,React,936285
url-parse 1.0.5,CVE-2021-3664,Medium,1,React,936285
url-parse 1.0.5,CVE-2022-0512,Medium,1,React,936285
url-parse 1.0.5,CVE-2022-0639,Medium,1,React,936285
url-parse 1.0.5,CVE-2022-0691,Medium,1,React,936285
url-parse 1.1.7,CVE-2020-8124,Medium,1,React,936285
url-parse 1.1.7,CVE-2021-27515,Medium,1,React,936285
url-parse 1.1.7,CVE-2021-3664,Medium,1,React,936285
url-parse 1.1.7,CVE-2022-0512,Medium,1,React,936285
url-parse 1.1.7,CVE-2022-0639,Medium,1,React,936285
url-parse 1.1.7,CVE-2022-0691,Medium,1,React,936285
url-parse 1.1.9,CVE-2020-8124,Medium,1,React,936285
url-parse 1.1.9,CVE-2021-27515,Medium,1,React,936285
url-parse 1.1.9,CVE-2021-3664,Medium,1,React,936285
url-parse 1.1.9,CVE-2022-0512,Medium,1,React,936285
url-parse 1.1.9,CVE-2022-0639,Medium,1,React,936285
url-parse 1.1.9,CVE-2022-0691,Medium,1,React,936285
url-parse 1.2.0,CVE-2020-8124,Medium,1,React,936285
url-parse 1.2.0,CVE-2021-27515,Medium,1,React,936285
url-parse 1.2.0,CVE-2021-3664,Medium,1,React,936285
url-parse 1.2.0,CVE-2022-0512,Medium,1,React,936285
url-parse 1.2.0,CVE-2022-0639,Medium,1,React,936285
url-parse 1.2.0,CVE-2022-0691,Medium,1,React,936285
url-parse 1.5.1,CVE-2021-3664,Medium,1,React,936285
url-parse 1.5.1,CVE-2022-0512,Medium,1,React,936285
url-parse 1.5.1,CVE-2022-0639,Medium,1,React,936285
url-parse 1.5.1,CVE-2022-0691,Medium,1,React,936285
webpack 5.82.1,CVE-2024-43788,Medium,1,React,936285
webpack 5.93.0,CVE-2024-43788,Medium,1,React,936285
webpack-dev-server 1.16.2,CVE-2025-30359,Medium,1,React,936285
webpack-dev-server 1.16.2,CVE-2025-30360,Medium,1,React,936285
webpack-dev-server 2.11.3,CVE-2025-30359,Medium,1,React,936285
webpack-dev-server 2.11.3,CVE-2025-30360,Medium,1,React,936285
webpack-dev-server 2.7.1,CVE-2025-30359,Medium,1,React,936285
webpack-dev-server 2.7.1,CVE-2025-30360,Medium,1,React,936285
webpack-dev-server 2.9.4,CVE-2025-30359,Medium,1,React,936285
webpack-dev-server 2.9.4,CVE-2025-30360,Medium,1,React,936285
webpack-dev-server 4.15.0,CVE-2025-30359,Medium,1,React,936285
webpack-dev-server 4.15.0,CVE-2025-30360,Medium,1,React,936285
yaml 2.5.1,CVE-2026-33532,Medium,1,React,936285
micromatch 4.0.5,CVE-2024-4067,Medium,11,"Bolt, Commerce Software, HHVM, Ionic Framework, Liferay, Neos, Quill, Selenium IDE, Thelia, WooCommerce, Zabbix",796093
picomatch 4.0.3,CVE-2026-33672,Medium,12,"Angular Material, AngularJS, CKEditor, Countly, Node js, Presto, Roundcube, Selenium, Shopsys Framework, Shopware, XWiki, dotCMS",787451
yaml 2.8.2,CVE-2026-33532,Medium,9,"Angular Material, AngularJS, Cucumberjs, Grafana, Node js, Shopsys Framework, XWiki, dotCMS, phpMyAdmin",763905
js-yaml 3.14.1,CVE-2025-64718,Medium,11,"Apollo Client, CloudStack, Druid, HHVM, Ionic Framework, Jahia, Liferay, Neos, Selenium IDE, Thelia, WooCommerce",740744
serialize-javascript 7.0.4,CVE-2026-34043,Medium,6,"Angular Material, AngularJS, CKEditor, JetPack, Shopware, dotCMS",739264
mdast-util-to-hast 13.2.0,CVE-2025-66400,Medium,5,"Druid, Drupal, HHVM, Liferay, WooCommerce",715765
ajv 8.17.1,CVE-2025-69873,Medium,14,"Angular Material, Apollo Client, Commerce Software, Druid, HHVM, Less, Liferay, Live Helper Chat, Meteor, OrientDB, Rundeck, WooCommerce, dotCMS, phpMyAdmin",692876
picomatch 4.0.2,CVE-2026-33672,Medium,5,"Angular Material, Drupal, Shopware, WooCommerce, dotCMS",674920
angular 1.6.10,CVE-2020-7676,Medium,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,CVE-2022-25869,Medium,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,CVE-2023-26116,Medium,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,CVE-2023-26117,Medium,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,CVE-2023-26118,Medium,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,N/A,Medium,2,"AngularJS, Apache Hadoop",670532
xml2js 0.4.23,CVE-2023-0842,Medium,6,"Angular Material, AngularJS, Bolt, CloudStack, Liferay, Rundeck",631231
@babel/runtime 7.23.6,CVE-2025-27789,Medium,2,"Selenium IDE, WooCommerce",589610
ajv 8.12.0,CVE-2025-69873,Medium,9,"Apollo Client, Commerce Software, HHVM, Ionic Framework, Liferay, Neos, Rundeck, WooCommerce, dotCMS",572301
brace-expansion 5.0.4,CVE-2026-33750,Medium,6,"Angular Material, AngularJS, Discourse, Node js, Shopware, dotCMS",569355
prismjs 1.29.0,CVE-2024-53382,Medium,5,"Druid, Ghost, Liferay, Ravenjs, WooCommerce",554969
qs 6.5.5,CVE-2025-15284,Medium,3,"Angular Material, AngularJS, Bolt",544759
angular 1.8.3,CVE-2022-25844,Medium,2,"AngularJS, OrientDB",544745
angular 1.8.3,CVE-2022-25869,Medium,2,"AngularJS, OrientDB",544745
angular 1.8.3,CVE-2023-26116,Medium,2,"AngularJS, OrientDB",544745
angular 1.8.3,CVE-2023-26117,Medium,2,"AngularJS, OrientDB",544745
angular 1.8.3,CVE-2023-26118,Medium,2,"AngularJS, OrientDB",544745
express 4.18.2,CVE-2024-29041,Medium,5,"Commerce Software, HHVM, Ionic Framework, Liferay, WooCommerce",541246
angular 1.5.11,CVE-2020-7676,Medium,1,AngularJS,540504
angular 1.5.11,CVE-2022-25869,Medium,1,AngularJS,540504
angular 1.5.11,CVE-2023-26116,Medium,1,AngularJS,540504
angular 1.5.11,CVE-2023-26117,Medium,1,AngularJS,540504
angular 1.5.11,CVE-2023-26118,Medium,1,AngularJS,540504
angular 1.5.11,N/A,Medium,1,AngularJS,540504
angular 1.7.9,CVE-2020-7676,Medium,1,AngularJS,540504
angular 1.7.9,CVE-2022-25844,Medium,1,AngularJS,540504
angular 1.7.9,CVE-2022-25869,Medium,1,AngularJS,540504
angular 1.7.9,CVE-2023-26116,Medium,1,AngularJS,540504
angular 1.7.9,CVE-2023-26117,Medium,1,AngularJS,540504
angular 1.7.9,CVE-2023-26118,Medium,1,AngularJS,540504
angular 1.7.9,N/A,Medium,1,AngularJS,540504
lodash-es 4.17.21,CVE-2025-13465,Medium,10,"CloudStack, Commerce Software, Druid, Ghost, HHVM, Liferay, Meteor, Quill, Thelia, WooCommerce",529481
serialize-javascript 5.0.1,CVE-2026-34043,Medium,3,"Liferay, Piwik, WooCommerce",506902
@octokit/plugin-paginate-rest 2.21.3,CVE-2025-25288,Medium,2,"Ravenjs, WooCommerce",489322
@octokit/request 5.6.3,CVE-2025-25290,Medium,2,"Ravenjs, WooCommerce",489322
@octokit/request-error 2.1.0,CVE-2025-25289,Medium,2,"Ravenjs, WooCommerce",489322
markdown-it 13.0.1,CVE-2026-2327,Medium,2,"Ravenjs, WooCommerce",489322
follow-redirects 1.15.1,CVE-2023-26159,Medium,4,"CloudStack, Ionic Framework, NopCommerce, WooCommerce",466939
follow-redirects 1.15.1,CVE-2024-28849,Medium,4,"CloudStack, Ionic Framework, NopCommerce, WooCommerce",466939
rack 3.2.1,CVE-2025-61780,Medium,2,"Opscode Chef, Ruby on Rails",462036
rack 3.2.1,CVE-2026-25500,Medium,2,"Opscode Chef, Ruby on Rails",462036
request 2.88.0,CVE-2023-28155,Medium,3,"Liferay, Neos, Ruby on Rails",458612
tough-cookie 2.4.3,CVE-2023-26136,Medium,3,"Liferay, Neos, Ruby on Rails",458612
webpack 5.89.0,CVE-2024-43788,Medium,3,"Commerce Software, Liferay, WooCommerce",458480
follow-redirects 1.15.2,CVE-2023-26159,Medium,2,"Liferay, Ruby on Rails",456523
follow-redirects 1.15.2,CVE-2024-28849,Medium,2,"Liferay, Ruby on Rails",456523
micromatch 4.0.7,CVE-2024-4067,Medium,2,"Ionic Framework, WooCommerce",452657
esbuild 0.18.20,N/A,Medium,3,"Apollo Client, Liferay, WooCommerce",451027
dompurify 3.2.6,CVE-2025-15599,Medium,3,"CloudStack, Liferay, WooCommerce",446209
dompurify 3.2.6,CVE-2026-0540,Medium,3,"CloudStack, Liferay, WooCommerce",446209
dompurify 3.2.6,N/A,Medium,3,"CloudStack, Liferay, WooCommerce",446209
ajv 5.5.2,CVE-2020-15366,Medium,3,"Liferay, Neos, WooCommerce",441615
ajv 5.5.2,CVE-2025-69873,Medium,3,"Liferay, Neos, WooCommerce",441615
prismjs 1.27.0,CVE-2024-53382,Medium,2,"Liferay, WooCommerce",439526
webpack-dev-server 4.15.1,CVE-2025-30359,Medium,2,"Liferay, WooCommerce",439526
webpack-dev-server 4.15.1,CVE-2025-30360,Medium,2,"Liferay, WooCommerce",439526
@babel/runtime 7.24.7,CVE-2025-27789,Medium,2,"Meteor, WooCommerce",429310
nokogiri 1.19.1-aarch64-linux-gnu,N/A,Medium,2,"EasyMock, Ruby on Rails",416148
tar 6.2.0,CVE-2024-28863,Medium,2,"Commerce Software, WooCommerce",405905
bcrypt 3.1.20,CVE-2026-33306,Medium,2,"LocomotiveCMS, Ruby on Rails",404192
action_text-trix 2.1.16,N/A,Medium,1,Ruby on Rails,403948
aws-sdk-s3 1.197.0,CVE-2025-14762,Medium,1,Ruby on Rails,403948
faraday 2.14.0,CVE-2026-25765,Medium,1,Ruby on Rails,403948
net-imap 0.5.5,CVE-2025-25186,Medium,1,Ruby on Rails,403948
net-imap 0.5.5,CVE-2025-43857,Medium,1,Ruby on Rails,403948
trix 2.0.5,CVE-2024-34341,Medium,1,Ruby on Rails,403948
trix 2.0.5,CVE-2024-43368,Medium,1,Ruby on Rails,403948
trix 2.0.5,CVE-2024-53847,Medium,1,Ruby on Rails,403948
trix 2.0.5,CVE-2025-21610,Medium,1,Ruby on Rails,403948
trix 2.0.5,N/A,Medium,1,Ruby on Rails,403948
urijs 1.17.1,CVE-2020-26291,Medium,1,Ruby on Rails,403948
urijs 1.17.1,CVE-2021-3647,Medium,1,Ruby on Rails,403948
urijs 1.17.1,CVE-2022-0613,Medium,1,Ruby on Rails,403948
urijs 1.17.1,CVE-2022-0868,Medium,1,Ruby on Rails,403948
urijs 1.17.1,CVE-2022-1233,Medium,1,Ruby on Rails,403948
urijs 1.17.1,CVE-2022-24723,Medium,1,Ruby on Rails,403948
@octokit/endpoint 9.0.5,CVE-2025-25285,Medium,2,"WooCommerce, dotCMS",393818
@octokit/plugin-paginate-rest 9.2.1,CVE-2025-25288,Medium,2,"WooCommerce, dotCMS",393818
@octokit/request 8.4.0,CVE-2025-25290,Medium,2,"WooCommerce, dotCMS",393818
@octokit/request-error 5.1.0,CVE-2025-25289,Medium,2,"WooCommerce, dotCMS",393818
store2 2.14.2,CVE-2024-57556,Medium,2,"Ghost, WooCommerce",392789
commons-lang 2.6,CVE-2025-48924,Medium,9,"Apache Ambari, Apache Flume, Apache Spark, Cask Data Application Platform, CloudStack, Jahia, Liferay, SonarQube, Vaadin",391174
@babel/helpers 7.26.0,CVE-2025-27789,Medium,1,WooCommerce,386951
@babel/runtime 7.23.5,CVE-2025-27789,Medium,1,WooCommerce,386951
@babel/runtime 7.25.0,CVE-2025-27789,Medium,1,WooCommerce,386951
@babel/runtime 7.25.7,CVE-2025-27789,Medium,1,WooCommerce,386951
@babel/runtime-corejs2 7.5.5,CVE-2025-27789,Medium,1,WooCommerce,386951
@octokit/plugin-paginate-rest 6.1.2,CVE-2025-25288,Medium,1,WooCommerce,386951
@octokit/request 6.2.8,CVE-2025-25290,Medium,1,WooCommerce,386951
@octokit/request-error 3.0.3,CVE-2025-25289,Medium,1,WooCommerce,386951
axios 0.24.0,CVE-2023-45857,Medium,1,WooCommerce,386951
brace-expansion 4.0.0,CVE-2026-33750,Medium,1,WooCommerce,386951
ejs 3.1.9,CVE-2024-33883,Medium,1,WooCommerce,386951
fast-xml-parser 5.3.0,CVE-2026-33349,Medium,1,WooCommerce,386951
grunt 1.3.0,CVE-2022-0436,Medium,1,WooCommerce,386951
js-yaml 3.5.3,CVE-2025-64718,Medium,1,WooCommerce,386951
locutus 2.0.16,CVE-2026-33993,Medium,1,WooCommerce,386951
markdown-it 12.0.4,CVE-2022-21670,Medium,1,WooCommerce,386951
markdown-to-jsx 7.3.2,CVE-2024-21535,Medium,1,WooCommerce,386951
qs 6.11.2,CVE-2025-15284,Medium,1,WooCommerce,386951
react-router 6.23.0,CVE-2025-68470,Medium,1,WooCommerce,386951
react-router 6.3.0,CVE-2025-68470,Medium,1,WooCommerce,386951
smol-toml 1.3.4,N/A,Medium,1,WooCommerce,386951
undici 5.28.2,CVE-2025-22150,Medium,1,WooCommerce,386951
undici 5.28.2,CVE-2026-1525,Medium,1,WooCommerce,386951
undici 5.28.2,CVE-2026-1527,Medium,1,WooCommerce,386951
undici 5.28.2,CVE-2026-22036,Medium,1,WooCommerce,386951
yaml 2.3.4,CVE-2026-33532,Medium,1,WooCommerce,386951
yaml 2.6.1,CVE-2026-33532,Medium,1,WooCommerce,386951
yargs-parser 2.4.1,CVE-2020-7608,Medium,1,WooCommerce,386951
requests 2.32.5,CVE-2026-25645,Medium,3,"DNS Server, MongoDB, Selenium",377668
js-yaml 3.13.1,CVE-2025-64718,Medium,3,"Apache Hadoop, Less, Liferay",294228
jinja2 3.0.0,CVE-2024-22195,Medium,3,"MySQL, Percona, Percona XtraDB Cluster",291486
jinja2 3.0.0,CVE-2024-34064,Medium,3,"MySQL, Percona, Percona XtraDB Cluster",291486
jinja2 3.0.0,CVE-2024-56201,Medium,3,"MySQL, Percona, Percona XtraDB Cluster",291486
jinja2 3.0.0,CVE-2024-56326,Medium,3,"MySQL, Percona, Percona XtraDB Cluster",291486
jinja2 3.0.0,CVE-2025-27516,Medium,3,"MySQL, Percona, Percona XtraDB Cluster",291486
underscore.string 2.3.3,N/A,Medium,4,"Apache Ambari, Apache Hadoop, Apache Tez, Less",276251
drupal/core 9.8.0,CVE-2024-12393,Medium,1,Drupal,268561
drupal/core 9.8.0,CVE-2024-45440,Medium,1,Drupal,268561
drupal/core 9.8.0,CVE-2024-55634,Medium,1,Drupal,268561
drupal/core 9.8.0,CVE-2025-13081,Medium,1,Drupal,268561
drupal/core 9.8.0,CVE-2025-3057,Medium,1,Drupal,268561
drupal/core 9.8.0,CVE-2025-31673,Medium,1,Drupal,268561
drupal/core 9.8.0,CVE-2025-31674,Medium,1,Drupal,268561
drupal/core 9.8.0,N/A,Medium,1,Drupal,268561
drupal/core-recommended 9.8.0,CVE-2024-12393,Medium,1,Drupal,268561
drupal/core-recommended 9.8.0,CVE-2024-45440,Medium,1,Drupal,268561
drupal/core-recommended 9.8.0,CVE-2024-55634,Medium,1,Drupal,268561
smol-toml 1.4.2,N/A,Medium,1,Drupal,268561
yaml 2.8.0,CVE-2026-33532,Medium,1,Drupal,268561
@babel/runtime 7.22.6,CVE-2025-27789,Medium,2,"Liferay, Selenium IDE",255234
react-router 6.30.1,CVE-2025-68470,Medium,2,"Liferay, Selenium",255234
jinja2 3.1.5,CVE-2025-27516,Medium,2,"Apache Cassandra, MongoDB",254910
requests 2.32.4,CVE-2026-25645,Medium,4,"Apache CouchDB, Apache Kafka, DNS Server, TensorFlow",254060
qs 6.5.2,CVE-2025-15284,Medium,4,"Apache Hadoop, Liferay, Neos, Piwik",252068
lodash 3.10.1,CVE-2018-3721,Medium,5,"Apache Ambari, Apache Hadoop, Apache Tez, Liferay, Neos",219290
minimist 1.2.0,CVE-2020-7598,Medium,5,"Apache Ambari, Apache Hadoop, Apache Tez, Liferay, Neos",219290
minimist 0.0.8,CVE-2020-7598,Medium,6,"Apache Ambari, Apache Hadoop, Liferay, LocomotiveCMS, Neos, OrientDB",217507
brace-expansion 5.0.3,CVE-2026-33750,Medium,4,"Selenium, Shopsys Framework, Shopware, XWiki",211905
@babel/runtime 7.24.0,CVE-2025-27789,Medium,2,"Quill, Selenium IDE",210963
@babel/runtime 7.19.0,CVE-2025-27789,Medium,2,"Selenium IDE, Thelia",202798
@babel/helpers 7.22.6,CVE-2025-27789,Medium,1,Selenium IDE,202659
activesupport 7.2.3,CVE-2026-33169,Medium,1,Selenium,202659
activesupport 7.2.3,CVE-2026-33170,Medium,1,Selenium,202659
activesupport 7.2.3,CVE-2026-33176,Medium,1,Selenium,202659
bytes 1.10.1,CVE-2026-25541,Medium,2,"Node js, Selenium",202659
jruby-openssl 0.15.3,CVE-2025-46551,Medium,1,Selenium,202659
rustls-webpki 0.103.6,N/A,Medium,1,Selenium,202659
tar 0.4.44,CVE-2026-33055,Medium,1,Selenium,202659
tar 0.4.44,CVE-2026-33056,Medium,1,Selenium,202659
time 0.3.44,CVE-2026-25727,Medium,1,Selenium,202659
protobuf-java 2.5.0,CVE-2022-3171,Medium,7,"Apache Ambari, Apache Flume, Apache Giraph, Apache Hadoop, Apache Phoenix, Apache Trafodion, Cask Data Application Platform",192382
fast-xml-parser 4.5.4,CVE-2026-33349,Medium,2,"Ravenjs, React Native",190379
markdown-it 8.4.2,CVE-2022-21670,Medium,3,"Apache Hadoop, Ghost, Liferay",188441
tunnel-agent 0.4.3,N/A,Medium,4,"Apache Ambari, Apache Hadoop, Apache Tez, Emberjs",183309
github.com/go-viper/mapstructure/v2 v2.3.0,CVE-2025-11065,Medium,1,k8s,180955
github.com/golang/glog v1.2.2,CVE-2024-45339,Medium,1,k8s,180955
pynacl 1.5.0,CVE-2025-69277,Medium,2,"MongoDB, OpenBSD",178456
markdown-it 4.4.0,CVE-2022-21670,Medium,3,"Apache Ambari, Apache Hadoop, Emberjs",177041
github.com/docker/docker v28.5.2+incompatible,CVE-2026-33997,Medium,2,"Grafana, Prometheus",176342
dnspython 2.4.2,CVE-2023-29483,Medium,1,MongoDB,174761
ecdsa 0.19.0,CVE-2026-33936,Medium,1,MongoDB,174761
eventlet 0.39.0,CVE-2025-58068,Medium,1,MongoDB,174761
filelock 3.18.0,CVE-2025-68146,Medium,1,MongoDB,174761
filelock 3.18.0,CVE-2026-22701,Medium,1,MongoDB,174761
flask-cors 5.0.0,CVE-2024-6839,Medium,1,MongoDB,174761
flask-cors 5.0.0,CVE-2024-6844,Medium,1,MongoDB,174761
flask-cors 5.0.0,CVE-2024-6866,Medium,1,MongoDB,174761
fonttools 4.43.0,CVE-2025-66034,Medium,1,MongoDB,174761
requests 2.32.3,CVE-2024-47081,Medium,2,"MongoDB, Node js",174761
requests 2.32.3,CVE-2026-25645,Medium,2,"MongoDB, Node js",174761
scikit-learn 1.3.1,CVE-2024-5206,Medium,1,MongoDB,174761
urllib3 2.3.0,CVE-2025-50181,Medium,2,"MongoDB, Node js",174761
urllib3 2.3.0,CVE-2025-50182,Medium,2,"MongoDB, Node js",174761
virtualenv 20.29.2,CVE-2026-22702,Medium,1,MongoDB,174761
werkzeug 2.3.7,CVE-2023-46136,Medium,1,MongoDB,174761
werkzeug 2.3.7,CVE-2024-49766,Medium,1,MongoDB,174761
werkzeug 2.3.7,CVE-2024-49767,Medium,1,MongoDB,174761
werkzeug 2.3.7,CVE-2025-66221,Medium,1,MongoDB,174761
werkzeug 2.3.7,CVE-2026-21860,Medium,1,MongoDB,174761
werkzeug 2.3.7,CVE-2026-27199,Medium,1,MongoDB,174761
hive-exec 2.3.10,CVE-2024-29869,Medium,2,"Apache Kylin, Apache Spark",173675
